Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Usage_Hours,Final_Score,Result,Age_scaled,StudyHours_scaled,Attendance_scaled,PreviousGrade_scaled,InternetUsage_scaled,FinalScore_scaled
171,0,20,33,96.0,75.0,8,56.53,1,-0.49280250512199525,1.0833518578556902,1.468548853392346,0.49985666320694666,1.1570634564844107,1.4958498026341045
172,1,22,33,89.0,65.0,2,46.4,0,0.4878989976083445,1.0833518578556902,0.9840163320053539,-0.12944796125099972,-1.1930992851900866,0.41369427684966087
173,1,19,15,87.0,77.0,1,46.3,0,-0.9831532564871651,-0.6994542713637673,0.8455784687519275,0.625717588098536,-1.5847930754691695,0.4030115964371786
174,0,22,36,59.0,40.0,2,44.85,0,0.4878989976083445,1.3804862127256,-1.092551616796041,-1.7027095223958657,-1.1930992851900866,0.24811273045618765
175,0,19,6,84.0,59.0,2,33.92,0,-0.9831532564871651,-1.590857335973496,0.6379216738717881,-0.5070307359257675,-1.1930992851900866,-0.9195042386281129
176,0,20,18,98.0,94.0,3,58.93,1,-0.49280250512199525,-0.40231991649385773,1.6069867166457723,1.6955354496770447,-0.8014054949110037,1.752234132533676
177,1,20,24,81.0,67.0,7,45.67,0,-0.49280250512199525,0.19194879324596148,0.4302648789916486,-0.0035870363594104303,0.7653696662053279,0.3357107098385414
178,1,22,26,56.0,55.0,2,35.52,0,0.4878989976083445,0.39003836315923457,-1.3002084116761805,-0.7587525857089461,-1.1930992851900866,-0.7485813520283982
179,1,22,15,70.0,86.0,1,39.95,0,0.4878989976083445,-0.6994542713637673,-0.3311433689021962,1.1920917501106878,-1.5847930754691695,-0.2753386097554383
180,1,19,31,69.0,56.0,6,44.36,0,-0.9831532564871651,0.8852622879424172,-0.40036230052890937,-0.6958221232631515,0.37367587592624496,0.19576759643502484
181,1,21,7,75.0,79.0,9,39.68,0,-0.0024517537568253616,-1.4918125510168596,0.014951289231369626,0.7515785129901252,1.5487572467634936,-0.3041818468691404
182,1,19,21,53.0,67.0,3,46.22,0,-0.9831532564871651,-0.10518556162394811,-1.50786520655632,-0.0035870363594104303,-0.8014054949110037,0.394465452107193
183,0,22,32,95.0,51.0,6,43.22,0,0.4878989976083445,0.9843070728990537,1.399329921765633,-1.0104744354921247,0.37367587592624496,0.07398503973272809
184,1,23,33,71.0,66.0,3,55.08,1,0.9782497489735144,1.0833518578556902,-0.26192443727548304,-0.06651749880520506,-0.8014054949110037,1.3409509366531127
185,1,22,25,64.0,93.0,1,51.76,1,0.4878989976083445,0.290993578202598,-0.7464569586624752,1.6326049872312502,-1.5847930754691695,0.9862859469587049
186,1,23,20,89.0,92.0,5,52.76,1,0.9782497489735144,-0.20423034658058464,0.9840163320053539,1.5696745247854555,-0.018017914352837915,1.0931127510835266
187,0,18,24,70.0,81.0,4,47.58,0,-1.473504007852335,0.19194879324596148,-0.3311433689021962,0.8774394378817145,-0.4097117046319208,0.5397499057169504
188,1,22,10,64.0,86.0,7,42.6,0,0.4878989976083445,-1.19467819614695,-0.7464569586624752,1.1920917501106878,0.7653696662053279,0.00775242117533895
189,1,18,23,71.0,69.0,6,45.94,0,-1.473504007852335,0.09290400828932495,-0.26192443727548304,0.12227388853217885,0.37367587592624496,0.36455394695224286
190,0,21,9,77.0,80.0,7,40.73,0,-0.0024517537568253616,-1.2937229811035864,0.15338915248479595,0.8145089754359199,0.7653696662053279,-0.192013702538078
191,1,19,7,63.0,73.0,5,31.69,0,-0.9831532564871651,-1.4918125510168596,-0.8156758902891883,0.37399573831535743,-0.018017914352837915,-1.1577280118264652
192,1,23,5,76.0,76.0,4,28.4,0,0.9782497489735144,-1.6899021209301326,0.08417022085808279,0.5627871256527414,-0.4097117046319208,-1.5091881973971286
193,1,19,19,90.0,45.0,7,36.86,0,-0.9831532564871651,-0.3032751315372212,1.053235263632067,-1.3880572101668924,0.7653696662053279,-0.6054334345011375
194,1,18,38,89.0,46.0,7,53.81,1,-1.473504007852335,1.5785757826388729,0.9840163320053539,-1.325126747721098,0.7653696662053279,1.2052808954145897
195,1,23,39,77.0,71.0,6,57.35,1,0.9782497489735144,1.6776205675955094,0.15338915248479595,0.24813481342376814,0.37367587592624496,1.583447782016458
196,0,19,29,75.0,71.0,8,50.23,1,-0.9831532564871651,0.6871727180291441,0.014951289231369626,0.24813481342376814,1.1570634564844107,0.8228409366477276
197,0,22,28,98.0,92.0,4,48.48,0,0.4878989976083445,0.5881279330725077,1.6069867166457723,1.5696745247854555,-0.4097117046319208,0.6358940294292897
198,0,20,16,51.0,64.0,5,33.85,0,-0.49280250512199525,-0.6004094864071308,-1.6463030698097463,-0.19237842369679434,-0.018017914352837915,-0.9269821149168505
199,1,18,22,74.0,72.0,4,42.58,0,-1.473504007852335,-0.006140776667311581,-0.054267642395343534,0.3110652758695628,-0.4097117046319208,0.005615885092842183
200,1,19,19,52.0,94.0,1,43.8,0,-0.9831532564871651,-0.3032751315372212,-1.5770841381830332,1.6955354496770447,-1.5847930754691695,0.13594458612512447
201,1,18,20,57.0,46.0,8,30.02,0,-1.473504007852335,-0.20423034658058464,-1.2309894800494674,-1.325126747721098,1.1570634564844107,-1.3361287747149175
202,0,24,31,93.0,91.0,1,53.93,1,1.4686005003386842,0.8852622879424172,1.2608920585122065,1.5067440623396609,-1.5847930754691695,1.218100111909568
203,1,18,12,82.0,51.0,5,26.26,0,-1.473504007852335,-0.9965886262336769,0.4994838106183618,-1.0104744354921247,-0.018017914352837915,-1.7377975582242466
204,1,23,29,91.0,55.0,6,43.5,0,0.9782497489735144,0.6871727180291441,1.1224541952587803,-0.7587525857089461,0.37367587592624496,0.10389654488767827
205,0,24,21,84.0,55.0,6,36.81,0,1.4686005003386842,-0.10518556162394811,0.6379216738717881,-0.7587525857089461,0.37367587592624496,-0.6107747747073783
206,1,23,33,55.0,82.0,5,51.37,1,0.9782497489735144,1.0833518578556902,-1.3694273433028936,0.9403699003275091,-0.018017914352837915,0.9446234933500244
207,0,20,12,88.0,92.0,3,43.89,0,-0.49280250512199525,-0.9965886262336769,0.9147974003786408,1.5696745247854555,-0.8014054949110037,0.14555899849635878
208,0,24,19,72.0,75.0,5,45.66,0,1.4686005003386842,-0.3032751315372212,-0.19270550564876987,0.49985666320694666,-0.018017914352837915,0.3346424417972927
209,0,22,31,74.0,52.0,8,41.7,0,0.4878989976083445,0.8852622879424172,-0.054267642395343534,-0.94754397304633,1.1570634564844107,-0.08839170253700038
210,1,18,11,99.0,46.0,2,33.48,0,-1.473504007852335,-1.0956334111903134,1.6762056482724856,-1.325126747721098,-1.1930992851900866,-0.966508032443035
211,1,19,7,92.0,75.0,6,40.22,0,-0.9831532564871651,-1.4918125510168596,1.1916731268854934,0.49985666320694666,0.37367587592624496,-0.24649537264173685
212,1,21,33,68.0,86.0,9,44.16,0,-0.0024517537568253616,1.0833518578556902,-0.46958123215562253,1.1920917501106878,1.5487572467634936,0.17440223561006019
213,1,18,28,54.0,90.0,8,46.62,0,-1.473504007852335,0.5881279330725077,-1.4386462749296067,1.4438135998938664,1.1570634564844107,0.43719617375712155
214,1,18,7,60.0,48.0,8,28.46,0,-1.473504007852335,-1.4918125510168596,-1.0233326851693278,-1.1992658228295086,1.1570634564844107,-1.5027785891496392
215,1,20,24,61.0,71.0,8,44.76,0,-0.49280250512199525,0.19194879324596148,-0.9541137535426146,0.24813481342376814,1.1570634564844107,0.23849831808495334
216,1,22,19,59.0,50.0,7,36.79,0,0.4878989976083445,-0.3032751315372212,-1.092551616796041,-1.0734048979379194,0.7653696662053279,-0.612911310789875
217,0,21,29,57.0,47.0,8,42.47,0,-0.0024517537568253616,0.6871727180291441,-1.2309894800494674,-1.2621962852753033,1.1570634564844107,-0.006135063360888138
218,1,24,34,73.0,72.0,6,45.1,0,1.4686005003386842,1.1823966428123267,-0.1234865740220567,0.3110652758695628,0.37367587592624496,0.2748194314873931
219,0,24,18,77.0,62.0,2,34.77,0,1.4686005003386842,-0.40231991649385773,0.15338915248479595,-0.31823934858838365,-1.1930992851900866,-0.8287014551220143
220,1,24,11,90.0,64.0,2,39.97,0,1.4686005003386842,-1.0956334111903134,1.053235263632067,-0.19237842369679434,-1.1930992851900866,-0.27320207367294225
221,1,23,21,85.0,47.0,8,41.11,0,0.9782497489735144,-0.10518556162394811,0.7071406054985012,-1.2621962852753033,1.1570634564844107,-0.1514195169706455
222,1,23,24,86.0,84.0,1,55.55,1,0.9782497489735144,0.19194879324596148,0.7763595371252144,1.0662308252190984,-1.5847930754691695,1.3911595345917789
223,0,19,13,70.0,61.0,6,32.27,0,-0.9831532564871651,-0.8975438412770403,-0.3311433689021962,-0.38116981103417824,0.37367587592624496,-1.0957684654340685
224,0,21,26,57.0,43.0,6,40.44,0,-0.0024517537568253616,0.39003836315923457,-1.2309894800494674,-1.5139181350584818,0.37367587592624496,-0.2229934757342762
225,0,24,6,58.0,79.0,4,24.96,0,1.4686005003386842,-1.590857335973496,-1.161770548422754,0.7515785129901252,-0.4097117046319208,-1.876672403586515
226,0,23,28,96.0,42.0,3,48.69,0,0.9782497489735144,0.5881279330725077,1.468548853392346,-1.5768485975042765,-0.8014054949110037,0.6583276582955023
227,1,19,12,64.0,68.0,3,39.75,0,-0.9831532564871651,-0.9965886262336769,-0.7464569586624752,0.05934342608638421,-0.8014054949110037,-0.2967039705804029
228,0,22,15,97.0,80.0,1,50.41,1,0.4878989976083445,-0.6994542713637673,1.5377677850190592,0.8145089754359199,-1.5847930754691695,0.8420697613901955
229,1,19,17,95.0,68.0,3,38.32,0,-0.9831532564871651,-0.5013647014504943,1.399329921765633,0.05934342608638421,-0.8014054949110037,-0.4494663004788978
230,1,23,21,89.0,73.0,4,50.22,1,0.9782497489735144,-0.10518556162394811,0.9840163320053539,0.37399573831535743,-0.4097117046319208,0.8217726686064796
231,0,20,12,67.0,73.0,5,44.37,0,-0.49280250512199525,-0.9965886262336769,-0.5388001637823356,0.37399573831535743,-0.018017914352837915,0.19683586447627283
232,0,20,25,91.0,67.0,3,46.36,0,-0.49280250512199525,0.290993578202598,1.1224541952587803,-0.0035870363594104303,-0.8014054949110037,0.40942120468466814
233,0,24,22,69.0,52.0,6,31.73,0,1.4686005003386842,-0.006140776667311581,-0.40036230052890937,-0.94754397304633,0.37367587592624496,-1.1534549396614724
234,0,20,34,55.0,54.0,5,43.79,0,-0.49280250512199525,1.1823966428123267,-1.3694273433028936,-0.8216830481547407,-0.018017914352837915,0.13487631808387646
235,0,24,22,61.0,62.0,3,38.83,0,1.4686005003386842,-0.006140776667311581,-0.9541137535426146,-0.31823934858838365,-0.8014054949110037,-0.39498463037523895
236,0,24,35,51.0,83.0,6,52.58,1,1.4686005003386842,1.2814414277689634,-1.6463030698097463,1.0033003627733037,0.37367587592624496,1.0738839263410587
237,0,23,36,56.0,65.0,6,44.97,0,0.9782497489735144,1.3804862127256,-1.3002084116761805,-0.12944796125099972,0.37367587592624496,0.26093194695116595
238,0,20,15,65.0,43.0,8,35.11,0,-0.49280250512199525,-0.6994542713637673,-0.677238027035762,-1.5139181350584818,1.1570634564844107,-0.7923803417195754
239,1,24,29,52.0,65.0,2,38.35,0,1.4686005003386842,0.6871727180291441,-1.5770841381830332,-0.12944796125099972,-1.1930992851900866,-0.44626149635515305
240,0,21,37,94.0,79.0,1,52.17,1,-0.0024517537568253616,1.4795309976822364,1.3301109901389196,0.7515785129901252,-1.5847930754691695,1.030084936649882
241,0,22,12,52.0,48.0,4,27.9,0,0.4878989976083445,-0.9965886262336769,-1.5770841381830332,-1.1992658228295086,-0.4097117046319208,-1.5626015994595395
242,1,19,15,76.0,94.0,7,45.99,0,-0.9831532564871651,-0.6994542713637673,0.08417022085808279,1.6955354496770447,0.7653696662053279,0.3698952871584844
243,0,19,26,99.0,44.0,3,40.66,0,-0.9831532564871651,0.39003836315923457,1.6762056482724856,-1.4509876726126871,-0.8014054949110037,-0.19949157882681556
244,1,23,28,92.0,71.0,3,45.84,0,0.9782497489735144,0.5881279330725077,1.1916731268854934,0.24813481342376814,-0.8014054949110037,0.3538712665397613
245,1,20,21,89.0,59.0,5,42.63,0,-0.49280250512199525,-0.10518556162394811,0.9840163320053539,-0.5070307359257675,-0.018017914352837915,0.01095722529908372
246,0,20,16,87.0,89.0,5,53.99,1,-0.49280250512199525,-0.6004094864071308,0.8455784687519275,1.3808831374480717,-0.018017914352837915,1.2245097201570576
247,1,24,36,82.0,50.0,3,46.39,0,1.4686005003386842,1.3804862127256,0.4994838106183618,-1.0734048979379194,-0.8014054949110037,0.4126260088084129
248,1,18,19,77.0,54.0,9,35.73,0,-1.473504007852335,-0.3032751315372212,0.15338915248479595,-0.8216830481547407,1.5487572467634936,-0.7261477231621862
249,1,24,20,50.0,71.0,4,41.04,0,1.4686005003386842,-0.20423034658058464,-1.7155220014364594,0.24813481342376814,-0.4097117046319208,-0.15889739325938307
250,1,22,26,57.0,67.0,3,48.33,0,0.4878989976083445,0.39003836315923457,-1.2309894800494674,-0.0035870363594104303,-0.8014054949110037,0.6198700088105666
251,0,21,32,86.0,61.0,2,53.12,1,-0.0024517537568253616,0.9843070728990537,0.7763595371252144,-0.38116981103417824,-1.1930992851900866,1.1315704005684621
252,1,19,24,81.0,80.0,9,51.27,1,-0.9831532564871651,0.19194879324596148,0.4302648789916486,0.8145089754359199,1.5487572467634936,0.9339408129375428
253,0,24,37,97.0,56.0,4,46.08,0,1.4686005003386842,1.4795309976822364,1.5377677850190592,-0.6958221232631515,-0.4097117046319208,0.3795096995297179
254,1,18,14,92.0,65.0,3,37.75,0,-1.473504007852335,-0.7984990563204039,1.1916731268854934,-0.12944796125099972,-0.8014054949110037,-0.5103575788300462
255,1,18,36,86.0,83.0,7,49.95,0,-1.473504007852335,1.3804862127256,0.7763595371252144,1.0033003627733037,0.7653696662053279,0.7929294314927782
256,1,24,37,53.0,46.0,8,40.39,0,1.4686005003386842,1.4795309976822364,-1.50786520655632,-1.325126747721098,1.1570634564844107,-0.22833481594051697
257,1,23,6,79.0,81.0,2,37.48,0,0.9782497489735144,-1.590857335973496,0.2918270157382223,0.8774394378817145,-1.1930992851900866,-0.5392008159437484
258,0,19,37,55.0,65.0,7,51.33,1,-0.9831532564871651,1.4795309976822364,-1.3694273433028936,-0.12944796125099972,0.7653696662053279,0.9403504211850315
259,0,23,37,95.0,64.0,5,60.68,1,0.9782497489735144,1.4795309976822364,1.399329921765633,-0.19237842369679434,-0.018017914352837915,1.939181039752114
260,1,21,17,68.0,49.0,5,36.38,0,-0.0024517537568253616,-0.5013647014504943,-0.46958123215562253,-1.1363353603837139,-0.018017914352837915,-0.6567103004810515
261,1,18,34,81.0,84.0,3,48.75,0,-1.473504007852335,1.1823966428123267,0.4302648789916486,1.0662308252190984,-0.8014054949110037,0.6647372665429919
262,0,18,37,58.0,58.0,5,44.98,0,-1.473504007852335,1.4795309976822364,-1.161770548422754,-0.5699611983715622,-0.018017914352837915,0.262000214992414
263,1,22,17,61.0,50.0,2,25.57,0,0.4878989976083445,-0.5013647014504943,-0.9541137535426146,-1.0734048979379194,-1.1930992851900866,-1.8115080530703738
264,1,21,30,60.0,52.0,4,42.08,0,-0.0024517537568253616,0.7862175029857806,-1.0233326851693278,-0.94754397304633,-0.4097117046319208,-0.04779751696956864
265,1,18,26,95.0,92.0,6,63.18,1,-1.473504007852335,0.39003836315923457,1.399329921765633,1.5696745247854555,0.37367587592624496,2.2062480500641684
266,0,21,6,65.0,47.0,1,26.65,0,-0.0024517537568253616,-1.590857335973496,-0.677238027035762,-1.2621962852753033,-1.5847930754691695,-1.6961351046155666
267,0,19,30,50.0,79.0,4,59.26,1,-0.9831532564871651,0.7862175029857806,-1.7155220014364594,0.7515785129901252,-0.4097117046319208,1.7874869778948672
268,0,20,19,94.0,43.0,6,36.89,0,-0.49280250512199525,-0.3032751315372212,1.3301109901389196,-1.5139181350584818,0.37367587592624496,-0.6022286303773927
269,1,18,38,70.0,86.0,9,51.88,1,-1.473504007852335,1.5785757826388729,-0.3311433689021962,1.1920917501106878,1.5487572467634936,0.9991051634536839
270,1,22,15,79.0,70.0,2,34.91,0,0.4878989976083445,-0.6994542713637673,0.2918270157382223,0.1852043509779735,-1.1930992851900866,-0.81374570254454
271,0,19,7,62.0,67.0,7,28.63,0,-0.9831532564871651,-1.4918125510168596,-0.8848948219159015,-0.0035870363594104303,0.7653696662053279,-1.4846180324484197
272,0,24,10,83.0,50.0,6,36.39,0,1.4686005003386842,-1.19467819614695,0.5687027422450749,-1.0734048979379194,0.37367587592624496,-0.6556420324398036
273,0,21,13,53.0,82.0,2,36.64,0,-0.0024517537568253616,-0.8975438412770403,-1.50786520655632,0.9403699003275091,-1.1930992851900866,-0.6289353314085981
274,0,24,10,77.0,40.0,8,34.42,0,1.4686005003386842,-1.19467819614695,0.15338915248479595,-1.7027095223958657,1.1570634564844107,-0.8660908365657021
275,1,23,13,87.0,88.0,7,42.25,0,0.9782497489735144,-0.8975438412770403,0.8455784687519275,1.317952675002277,0.7653696662053279,-0.029636960268348778
276,0,19,35,80.0,86.0,5,58.51,1,-0.9831532564871651,1.2814414277689634,0.36104594736493545,1.1920917501106878,-0.018017914352837915,1.707366874801251
277,1,24,36,76.0,91.0,5,56.19,1,1.4686005003386842,1.3804862127256,0.08417022085808279,1.5067440623396609,-0.018017914352837915,1.4595286892316648
278,0,18,16,54.0,77.0,7,46.12,0,-1.473504007852335,-0.6004094864071308,-1.4386462749296067,0.625717588098536,0.7653696662053279,0.3837827716947107
279,1,21,12,74.0,63.0,9,38.3,0,-0.0024517537568253616,-0.9965886262336769,-0.054267642395343534,-0.255308886142589,1.5487572467634936,-0.45160283656139455
280,0,20,12,52.0,93.0,9,34.45,0,-0.49280250512199525,-0.9965886262336769,-1.5770841381830332,1.6326049872312502,1.5487572467634936,-0.8628860324419573
281,0,19,32,82.0,86.0,9,52.58,1,-0.9831532564871651,0.9843070728990537,0.4994838106183618,1.1920917501106878,1.5487572467634936,1.0738839263410587
282,0,18,24,53.0,70.0,6,47.17,0,-1.473504007852335,0.19194879324596148,-1.50786520655632,0.1852043509779735,0.37367587592624496,0.4959509160257739
283,0,22,11,74.0,80.0,6,32.24,0,0.4878989976083445,-1.0956334111903134,-0.054267642395343534,0.8145089754359199,0.37367587592624496,-1.0989732695578132
284,1,23,15,69.0,85.0,3,35.46,0,0.9782497489735144,-0.6994542713637673,-0.40036230052890937,1.129161287664893,-0.8014054949110037,-0.7549909602758876
285,0,21,24,83.0,89.0,1,59.32,1,-0.0024517537568253616,0.19194879324596148,0.5687027422450749,1.3808831374480717,-1.5847930754691695,1.7938965861423568
286,1,19,20,75.0,65.0,7,37.29,0,-0.9831532564871651,-0.20423034658058464,0.014951289231369626,-0.12944796125099972,0.7653696662053279,-0.5594979087274642
287,1,19,8,54.0,88.0,4,28.35,0,-0.9831532564871651,-1.3927677660602231,-1.4386462749296067,1.317952675002277,-0.4097117046319208,-1.5145295376033694
288,1,20,10,84.0,89.0,1,39.41,0,-0.49280250512199525,-1.19467819614695,0.6379216738717881,1.3808831374480717,-1.5847930754691695,-0.3330250839828426
289,1,20,26,77.0,44.0,8,37.18,0,-0.49280250512199525,0.39003836315923457,0.15338915248479595,-1.4509876726126871,1.1570634564844107,-0.5712488571811946
290,0,22,30,78.0,59.0,6,44.34,0,0.4878989976083445,0.7862175029857806,0.22260808411150912,-0.5070307359257675,0.37367587592624496,0.19363106035252883
291,1,23,7,58.0,91.0,6,39.65,0,0.9782497489735144,-1.4918125510168596,-1.161770548422754,1.5067440623396609,0.37367587592624496,-0.3073866509928852
292,1,22,18,87.0,80.0,2,41.62,0,0.4878989976083445,-0.40231991649385773,0.8455784687519275,0.8145089754359199,-1.1930992851900866,-0.09693784686698668
293,1,18,15,99.0,50.0,1,36.37,0,-1.473504007852335,-0.6994542713637673,1.6762056482724856,-1.0734048979379194,-1.5847930754691695,-0.6577785685223003
294,0,18,22,55.0,93.0,2,47.93,0,-1.473504007852335,-0.006140776667311581,-1.3694273433028936,1.6326049872312502,-1.1930992851900866,0.5771392871606381
295,0,22,16,68.0,72.0,4,37.32,0,0.4878989976083445,-0.6004094864071308,-0.46958123215562253,0.3110652758695628,-0.4097117046319208,-0.5562931046037195
296,0,23,27,93.0,89.0,2,51.9,1,0.9782497489735144,0.48908314811587106,1.2608920585122065,1.3808831374480717,-1.1930992851900866,1.00124169953618
297,0,22,16,60.0,77.0,1,36.78,0,0.4878989976083445,-0.6004094864071308,-1.0233326851693278,0.625717588098536,-1.5847930754691695,-0.6139795788311231
298,1,23,17,51.0,66.0,7,31.49,0,0.9782497489735144,-0.5013647014504943,-1.6463030698097463,-0.06651749880520506,0.7653696662053279,-1.1790933726514299
299,1,23,29,96.0,73.0,8,59.53,1,0.9782497489735144,0.6871727180291441,1.468548853392346,0.37399573831535743,1.1570634564844107,1.8163302150085694
300,0,24,23,93.0,54.0,6,39.69,0,1.4686005003386842,0.09290400828932495,1.2608920585122065,-0.8216830481547407,0.37367587592624496,-0.3031135788278924
301,1,21,12,93.0,71.0,4,37.36,0,-0.0024517537568253616,-0.9965886262336769,1.2608920585122065,0.24813481342376814,-0.4097117046319208,-0.5520200324387267
302,1,23,33,58.0,60.0,6,51.13,1,0.9782497489735144,1.0833518578556902,-1.161770548422754,-0.4441002734799729,0.37367587592624496,0.9189850603600677
303,1,20,36,70.0,85.0,3,61.77,1,-0.49280250512199525,1.3804862127256,-0.3311433689021962,1.129161287664893,-0.8014054949110037,2.05562225624817
304,0,23,22,73.0,44.0,8,37.19,0,0.9782497489735144,-0.006140776667311581,-0.1234865740220567,-1.4509876726126871,1.1570634564844107,-0.5701805891399465
305,0,23,10,83.0,45.0,2,34.61,0,0.9782497489735144,-1.19467819614695,0.5687027422450749,-1.3880572101668924,-1.1930992851900866,-0.8457937437819862
306,1,23,22,71.0,77.0,5,44.76,0,0.9782497489735144,-0.006140776667311581,-0.26192443727548304,0.625717588098536,-0.018017914352837915,0.23849831808495334
307,0,24,23,52.0,61.0,1,38.4,0,1.4686005003386842,0.09290400828932495,-1.5770841381830332,-0.38116981103417824,-1.5847930754691695,-0.4409201561489123
308,0,24,26,61.0,57.0,6,40.88,0,1.4686005003386842,0.39003836315923457,-0.9541137535426146,-0.6328916608173568,0.37367587592624496,-0.17598968191935416
309,0,18,36,77.0,53.0,2,45.24,0,-1.473504007852335,1.3804862127256,0.15338915248479595,-0.8846135106005354,-1.1930992851900866,0.28977518406486813
310,0,24,7,79.0,49.0,4,28.98,0,1.4686005003386842,-1.4918125510168596,0.2918270157382223,-1.1363353603837139,-0.4097117046319208,-1.4472286510047319
311,0,20,32,75.0,85.0,6,50.27,1,-0.49280250512199525,0.9843070728990537,0.014951289231369626,1.129161287664893,0.37367587592624496,0.8271140088127211
312,1,20,14,97.0,52.0,8,39.26,0,-0.49280250512199525,-0.7984990563204039,1.5377677850190592,-0.94754397304633,1.1570634564844107,-0.3490491046015657
313,0,24,39,70.0,70.0,8,55.89,1,1.4686005003386842,1.6776205675955094,-0.3311433689021962,0.1852043509779735,1.1570634564844107,1.4274806479942186
314,1,22,33,77.0,69.0,6,46.75,0,0.4878989976083445,1.0833518578556902,0.15338915248479595,0.12227388853217885,0.37367587592624496,0.4510836582933486
315,1,21,19,75.0,42.0,4,31.49,0,-0.0024517537568253616,-0.3032751315372212,0.014951289231369626,-1.5768485975042765,-0.4097117046319208,-1.1790933726514299
316,0,24,37,82.0,69.0,8,51.32,1,1.4686005003386842,1.4795309976822364,0.4994838106183618,0.12227388853217885,1.1570634564844107,0.9392821531437836
317,1,23,11,70.0,45.0,8,26.48,0,0.9782497489735144,-1.0956334111903134,-0.3311433689021962,-1.3880572101668924,1.1570634564844107,-1.7142956613167861
318,1,19,16,84.0,68.0,1,40.73,0,-0.9831532564871651,-0.6004094864071308,0.6379216738717881,0.05934342608638421,-1.5847930754691695,-0.192013702538078
319,1,21,34,83.0,47.0,4,45.66,0,-0.0024517537568253616,1.1823966428123267,0.5687027422450749,-1.2621962852753033,-0.4097117046319208,0.3346424417972927
320,0,21,25,90.0,83.0,4,54.27,1,-0.0024517537568253616,0.290993578202598,1.053235263632067,1.0033003627733037,-0.4097117046319208,1.2544212253120077
321,0,20,35,96.0,84.0,7,51.12,1,-0.49280250512199525,1.2814414277689634,1.468548853392346,1.0662308252190984,0.7653696662053279,0.917916792318819
322,1,21,28,67.0,82.0,7,49.57,0,-0.0024517537568253616,0.5881279330725077,-0.5388001637823356,0.9403699003275091,0.7653696662053279,0.7523352459253457
323,0,24,24,60.0,83.0,8,48.57,0,1.4686005003386842,0.19194879324596148,-1.0233326851693278,1.0033003627733037,1.1570634564844107,0.645508441800524
324,0,23,8,72.0,72.0,5,38.42,0,0.9782497489735144,-1.3927677660602231,-0.19270550564876987,0.3110652758695628,-0.018017914352837915,-0.43878362006641547
325,0,23,32,97.0,56.0,7,50.0,1,0.9782497489735144,0.9843070728990537,1.5377677850190592,-0.6958221232631515,0.7653696662053279,0.7982707716990189
326,0,18,24,71.0,87.0,8,47.6,0,-1.473504007852335,0.19194879324596148,-0.26192443727548304,1.2550222125564823,1.1570634564844107,0.5418864417994471
327,1,23,28,66.0,50.0,9,49.22,0,0.9782497489735144,0.5881279330725077,-0.6080190954090489,-1.0734048979379194,1.5487572467634936,0.714945864481658
328,1,23,36,54.0,52.0,3,35.61,0,0.9782497489735144,1.3804862127256,-1.4386462749296067,-0.94754397304633,-0.8014054949110037,-0.7389669396571645
329,0,20,38,93.0,89.0,3,64.44,1,-0.49280250512199525,1.5785757826388729,1.2608920585122065,1.3808831374480717,-0.8014054949110037,2.3408498232614434
330,0,23,6,60.0,50.0,4,23.34,0,0.9782497489735144,-1.590857335973496,-1.0233326851693278,-1.0734048979379194,-0.4097117046319208,-2.049731826268726
331,1,18,19,79.0,70.0,5,39.89,0,-1.473504007852335,-0.3032751315372212,0.2918270157382223,0.1852043509779735,-0.018017914352837915,-0.2817482180029278
332,1,19,38,64.0,67.0,1,53.5,1,-0.9831532564871651,1.5785757826388729,-0.7464569586624752,-0.0035870363594104303,-1.5847930754691695,1.1721645861358947
333,0,24,10,76.0,83.0,7,37.53,0,1.4686005003386842,-1.19467819614695,0.08417022085808279,1.0033003627733037,0.7653696662053279,-0.5338594757375068
334,1,20,16,84.0,45.0,9,33.85,0,-0.49280250512199525,-0.6004094864071308,0.6379216738717881,-1.3880572101668924,1.5487572467634936,-0.9269821149168505
335,0,19,7,82.0,80.0,8,40.57,0,-0.9831532564871651,-1.4918125510168596,0.4994838106183618,0.8145089754359199,1.1570634564844107,-0.2091059911980491
336,0,20,22,69.0,55.0,5,32.7,0,-0.49280250512199525,-0.006140776667311581,-0.40036230052890937,-0.7587525857089461,-0.018017914352837915,-1.0498329396603951
337,1,22,25,65.0,43.0,4,39.35,0,0.4878989976083445,0.290993578202598,-0.677238027035762,-1.5139181350584818,-0.4097117046319208,-0.3394346922303314
338,1,21,19,83.0,74.0,7,37.52,0,-0.0024517537568253616,-0.3032751315372212,0.5687027422450749,0.4369262007611521,0.7653696662053279,-0.5349277437787548
339,0,22,37,51.0,87.0,5,51.51,1,0.4878989976083445,1.4795309976822364,-1.6463030698097463,1.2550222125564823,-0.018017914352837915,0.9595792459274994
340,0,23,39,84.0,65.0,7,48.77,0,0.9782497489735144,1.6776205675955094,0.6379216738717881,-0.12944796125099972,0.7653696662053279,0.6668738026254887
341,1,19,30,89.0,51.0,1,57.35,1,-0.9831532564871651,0.7862175029857806,0.9840163320053539,-1.0104744354921247,-1.5847930754691695,1.583447782016458
342,0,23,12,77.0,50.0,1,34.71,0,0.9782497489735144,-0.9965886262336769,0.15338915248479595,-1.0734048979379194,-1.5847930754691695,-0.8351110633695039
